0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
-0.00043381825827712537,0.0003659550830880961,9.217276671037425e-05,0.0016428996419043755,-0.0008729386041587599,-0.004273551526679848,0.0006629115869610628,0.0006341748424216983,-0.00025962621333660565,0.002050627917668252,-0.006250173050982585,-0.002419931194514414,-8.792462576630435e-05,-0.0013876946977724022,-0.00020791162108044933,0.0002273580711419419,-0.00023830875505785032,-0.00017340966115703745,-0.0004132753750634887,-0.0006927991567117856,0.0005823127834465128,-0.0009869402882337803,0.0007483179315356939,-0.0031723790146478414,2.3660283574088873e-05,-0.0016491319983163101,0.005618983087889675,-0.003060824479530299,0.0004443468994067116,-0.00021170723240453358,-0.0005678951819853609,0.000304148905555607,-0.0009091623854018173,0.0019172898190678341,0.0024601555735128434,-0.0011206160922636072,0.000172974313530252,0.0008170747411883885,-0.004108567082337607,-0.0003739837862479322,-0.0016660565067345688,-0.0007700643213819051,0.001956339164815159,0.0024717239087697143,-0.002260812114554502,-0.0011534561279268741,-1.0204970729083238e-05,0.0017746459722494002,-8.194760502816768e-05,-0.0005580126299299703,-0.00028055374473403915,0.001373269515353548,0.0029343358169659772,-0.001144513543188499,-0.0001297847458989112,0.00918193326634199,0.0016438818703647677,0.001051486080501568,-0.0017882896282595611,0.0014901205438579861
-0.0004442531666659462,0.0003882977208026356,0.0001798383722293442,0.0015057084121144527,-0.0011214134179925686,-0.004763818408494565,0.0007393141650533221,0.0011252976726970074,-0.00015782062843418173,0.0021644385595133487,-0.007219984572659149,-0.0028003194757040464,-7.613752404929969e-05,-0.0015077670089256661,-0.00042753098320051793,0.00011603026253870064,-0.00019650624122211977,-0.0006480082030760316,-0.0013931661930171263,-0.0011025167566747077,0.000789935805434766,0.00011340504258681532,0.000878082248445299,-0.004280573317849243,0.0003690276924014645,-0.001757342772810026,0.005807405297176186,-0.0030554170566618566,0.00041157161213988496,-0.00023835686929124522,-0.0007943492731337201,0.00078911603900776,-0.0011788312208974737,0.0026066303358884485,0.0030691166248310387,-0.0015435819363029664,0.0002076857487206178,0.0007968105274029698,-0.006540779380929316,-0.0009248834972342472,-0.0024221623384176054,-0.0008831295192761838,0.0021689407002510714,0.002602734864669123,-0.002588050802928597,-0.0014433953580696005,-0.00032351664039477376,0.0025887805535686425,-0.0002376367721502377,-0.000710191182900955,-0.0007577879349414396,0.0016774709273152002,0.005923608779324865,-0.0013983081769625687,0.00015343889237696105,0.010014609523429118,0.0017153243389448406,0.0015200376105819955,-0.001860724701232668,0.002318996988805333
-0.00025281555496747533,0.0005511552711035211,0.0001689337401848837,0.0013807015515090958,-0.0012896878132672958,-0.004213469130180059,0.0007585825739927186,0.0013591740257060593,0.00022438166340272292,0.0024478457011713863,-0.008459258604235693,-0.0028582181117818143,2.3646600596791515e-05,-0.0016293443804553621,-0.00036142714983288535,-7.125366153225904e-05,0.00022491770295864227,-0.0005017536662136417,-0.0008340812174319832,-0.0014464386966835088,0.001007379054191862,-3.286214601513904e-05,0.001112053989541946,-0.005261020571851296,0.00025127942786038225,-0.0010943011061801068,0.005873026634645323,-0.0027235001640453487,3.607516729466098e-05,-0.0002710116178154016,-0.0013281671441623519,0.0014398868649284232,-0.0015039184768825303,0.0025266400323490164,0.002775331488734627,-0.0020629083644360933,0.00035680294290450803,0.001329440863827856,-0.012291666985846347,-0.00149720842706457,-0.0030715334655780184,-0.001205327713522614,0.0019251329817265056,0.002682070361620536,-0.002848783458733094,-0.0013946244299867811,-0.0008803307733376138,0.00524364404239267,-0.000620772644004605,-0.0007713445163011435,-0.0007522337745235692,0.0017093492208340908,0.008179825980160163,-0.0015479101288233391,0.0008979374781532459,0.010096870215311271,0.00300860389700709,0.0015472944385203358,-0.0025658381564914734,0.003095292925509521
-0.00010378328493096102,0.0006037595544480107,0.00018565172917902467,0.0011459745498309155,-0.0014803521894479284,-0.0031302700654971803,0.0004776686593939312,0.0014867530262208833,0.0006818563224460413,0.0024805039547831755,-0.007118892358986928,-0.002447613461835074,3.309426809159072e-05,-0.0016467251305498686,-0.000441637037756189,-0.0006527514310514361,0.0004934909505397024,-0.00027572750850415575,-0.00020763497464322672,-0.0017085200319805168,0.0010614614197592225,-0.00010494258281297057,0.001073151898027587,-0.006809546950196268,-2.8921630657230824e-05,-0.00034154746292933315,0.005949354033703068,-0.002555725818437359,-0.0002384641908357845,-0.0001275985897918588,-0.0020261162686867596,0.002296260248700669,-0.0019063471352102068,0.002145684713217416,0.002227858184789495,-0.0023020494263278697,0.00053961004624923,0.00195668166403904,-0.01646652097035643,-0.001995215685467033,-0.003854408389784557,-0.0011735273502937813,0.001877289993275458,0.0030596679334012585,-0.0031108080837032683,-0.0014221830163357175,-0.0010957164913145078,0.008202389747945826,-0.0011217527321958573,-0.0011450635791298042,0.00013720350811994734,0.0011088920896485121,0.013179314769650965,-0.0016365019906594415,0.0015271035823088003,0.009224597501451192,0.0047441562447451706,0.001101080286414809,-0.002747536188930721,0.004196601693994542
-0.00024664345551801166,0.0007538670204648305,0.00026096471908779374,0.0008968724708498683,-0.0017218010268488608,-0.0014853203302227977,0.00018178868957295663,0.0011287660159900515,0.0010465298130780973,0.002487488013699224,-0.006212362809995959,-0.0016812208037077598,-1.868732994467378e-05,-0.00228032197900929,-0.0004974207018120009,-0.0013062245895810731,0.0005846116016787887,-0.0003125376276222315,0.0006108662874122635,-0.0020791339569356288,0.001068218063814855,0.00013814758612392305,0.0012815490307492576,-0.008195633559906065,-0.00011678773124256261,-0.00013653155378488087,0.005536592451245427,-0.0026760196222898242,-0.0003904301445742695,-5.075358931326347e-05,-0.002773730061658218,0.002661326232287222,-0.0021439023547260806,0.0018421835854528787,0.001597720599280321,-0.0025541118135471966,0.0006538943182499849,0.0021008678155034705,-0.01809337790880403,-0.0022231212515053966,-0.0046402660063556735,-0.0011207888908006663,0.0014953221872841523,0.003125140490629915,-0.0032557859636665808,-0.001338148984610819,-0.0012904009361341244,0.008730322546903101,-0.0013687408245283703,-0.0014099319771966965,0.0013775045669441321,0.001172080486505457,0.01556600026479675,-0.001867374406684124,0.002124210084267251,0.008810466284414587,0.006399369938271662,0.0008303263238700501,-0.002917979115988968,0.004343943364880058
-0.00042946594356289597,0.0008555694379951921,0.00014141715917572403,0.000419968363940063,-0.0018303789667902769,0.00012020180833659575,-9.831146572634898e-05,0.0004934997716991057,0.000977959170729209,0.002883898789749334,-0.00539028968364857,-0.0015781521932599495,0.00019637154168972376,-0.0028756908788143192,-0.0004652895613040376,-0.0022155563254554816,0.00033766527876950386,0.0005520018041981623,0.0020337132046965175,-0.0019060438402858778,0.001170316840753348,0.0009955081227545164,0.001198185672673587,-0.009400945829875268,-0.00019896267544412046,0.0007738731769308901,0.004583166836958245,-0.0023309329014628666,-0.00028561958855358746,-8.038560013024934e-05,-0.0035540372683799813,0.002844153468917305,-0.0021958633279037464,0.0013066293619473915,0.0014825772463068132,-0.004717299864230768,0.001149209819892849,0.0021820102160415174,-0.019772319848507185,-0.0020902112119960364,-0.005318107056877896,-0.0013673646887319506,0.0014468845544208606,0.0029818848855423167,-0.0036519874170872343,-0.0009849028283828683,-0.0013277133965986444,0.009943153393224158,-0.0014543594510429297,-0.002001359225390704,0.0026993147605356427,0.0015261038240343043,0.017113077018204526,-0.002229097322725589,0.002236636446472061,0.007767815587547677,0.00849440187972359,0.00011339488370372606,-0.002174993722698924,0.003841757644538506
-0.0007288730620804189,0.0008187055747906674,-2.8938075885503417e-05,0.0002784040788642352,-0.0021381569036576457,0.0010396831658518748,-0.00011125584918282068,0.0003518445998046347,0.0008469276710367124,0.0030847431933206325,-0.004189984078175867,-0.001912988127431608,0.000510966616893416,-0.003466269571897105,-0.0004534806320234582,-0.0027108346909082027,0.00018025957894116993,0.000786625089161834,0.0031772982163491056,-0.0015429372250907957,0.0014625192835739005,0.0023438773215560538,0.0015179000531921516,-0.010004299561931997,-0.00013316799607909495,0.0016457770238188956,0.004222047457962051,-0.002732122446150104,-0.00013202256219650775,-0.00043975034579756586,-0.004351980214541607,0.0031755180771001175,-0.0022268427624446826,0.00112859716121341,0.001546751280280938,-0.006208125775041864,0.0017456409275173664,0.0016685557834183087,-0.01959236260867518,-0.0018951470085335309,-0.005673176916406276,-0.0016935028800669936,0.0015262597481256388,0.002671465122712987,-0.0036954201533920448,-0.0007398782013816052,-0.0012020269540819624,0.00761452910993361,-0.0013690680672825651,-0.0024020742149749616,0.0030238600266067417,0.002102531831386343,0.016814680392900697,-0.0019597445374306805,0.0015716506518706937,0.007805517784304194,0.009866169734282752,-0.0010093132047065728,-0.0023756409551551074,0.0034661030204396863
-0.0013362529481047234,0.000842251370277647,-0.00019977992977991986,8.846602342209992e-05,-0.0023295449910745035,0.0005318578407921112,6.511703816971302e-05,0.0003412820061492231,0.0003618019849383166,0.0031573805798200795,-0.004130628052611316,-0.0024498017777929036,0.0006186437519384205,-0.0038935058095235686,-0.000518491930983292,-0.003041207322189523,-0.0001313969567327553,0.0020503137686226523,0.0044528170181560855,-0.001301436894592195,0.0014652522355320847,0.0016619074058477252,0.0016120269054332244,-0.010831135520445937,4.071928296130093e-05,0.0013538574336814497,0.004052376894223726,-0.0028165117958574995,-0.00020677435415524081,-0.0006894815142440677,-0.0045741407699409695,0.0032455685272537297,-0.0023837951238034737,0.0005025557184331199,0.0015270080999444469,-0.011029240584134225,0.001998224083965853,0.0014462184934401373,-0.020887192960840222,-0.0007059502932324867,-0.006028285060891093,-0.0018683357920183444,0.0015584817200064423,0.0023557592312075256,-0.003889132907581686,-0.0005512386742927368,-0.001151134384263796,0.005621313935662476,-0.001178538217992396,-0.0023946139492928946,0.002940060554267075,0.0027440103183750996,0.01712516768163387,-0.0014719061862307633,0.0011418311261684033,0.007548386983743094,0.009707908673136312,-0.003953293671632766,-0.0023391726528252097,0.0023295045625488287
-0.0020722297673251414,0.0007220956222902174,-0.00022936694396326142,0.00010304075048040567,-0.0024326306808303646,6.630910756322272e-05,0.00010690915082475678,0.00044987816516739253,0.00010726995991805118,0.0032166991613546856,-0.0039549781181312076,-0.00285759618192662,0.0004884744121221329,-0.005103230734210149,-0.0005904870264465031,-0.0032136154872910053,-0.00047874575898423536,0.0044484213928813006,0.00560329523271968,-0.001292111349635111,0.0013791929048817294,0.001351055109849832,0.0017526501451437223,-0.010595452083107016,0.0009448903140340066,0.0009146560858610093,0.0037172380809128306,-0.0026657110975354587,-0.0002462949074373542,-0.0009833077787447797,-0.004548688800263081,0.003207471377849252,-0.002281431615341096,8.095432665095216e-05,0.0017673824348855471,-0.013707737144982302,0.0021486852071534684,0.000940468568528843,-0.0193318008084846,1.4293517110131049e-05,-0.0059311922501001845,-0.0020420632719076494,0.001965871485414101,0.0022637464618015407,-0.0037551338342542615,-0.0005707564920178836,-0.0007232294356227214,0.004616251777747926,-0.0011699897700208901,-0.0024351988777261647,0.002349821294487892,0.0034815542900271104,0.01654625816206086,-0.0010438048722245519,0.00036622755767479025,0.007630410206747385,0.009028473747776232,-0.005792795235612297,-0.0027599700931748524,0.0015586542901369275
-0.0024488257505071824,0.0007172597012178446,-0.0001793463788005087,6.981299999331743e-06,-0.001211529292728302,-0.0007500452492595952,0.000287723095449753,0.0007507596250875366,2.127474912930009e-05,0.003272042378168011,-0.0036798487188532516,-0.0032012012695250003,0.0003229838275660952,-0.006957417347745893,-0.0004893516273997906,-0.0032282398877650715,-0.0008254141860947178,0.007590621913222297,0.0057607639621300895,-0.001309990954310027,0.0011323292812193285,0.0023393278316985455,0.0020847723012812035,-0.011009393956133814,0.0015357598941172063,0.0006041260789561209,0.0036243463118481554,-0.0024899113635308734,-0.0004465794527281432,-0.0015030230215391318,-0.004593648151046805,0.0031028975331062504,-0.0023034815330132603,-0.0003884096101354341,0.0016144437261035338,-0.016214035186684714,0.002231221858257048,0.0007469929997565357,-0.019308941605294408,0.0010913455001655137,-0.005933773705360473,-0.0023352692106313805,0.0021088616576823466,0.0020809489809597344,-0.0035277627450222217,-0.00045339480181946686,-0.00037014760252375174,0.0038457459385156877,-0.001338739917356565,-0.002157738345709522,0.00223338157275278,0.004251492768086586,0.016198597011751276,-0.0006113247496900887,-0.0002866519806786691,0.008384163724025817,0.009596924617289851,-0.007268711216273808,-0.0028801792690288422,0.0011254155123608593
