0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
0.0013095349584749069,-0.0034661353165591543,0.000609432808188744,0.0025642818958408944,-0.000558164658262816,-0.00020935834175416355,-0.0010403450298759728,-0.0026668737914384622,-0.0006682565185455433,0.00014097819647981608,-0.00026604907850480094,-0.00033347275309199086,-0.00029733058007402533,0.0005574675520976019,5.8043764976575594e-05,0.0005371164725310554,0.0009246857359875108,-0.002824211821444958,-0.0010553382416622137,-0.0016999616812759723,0.006295573931952932,-9.64087262012637e-05,0.0006499696347719873,-0.001068163380846653,0.0002769284187492017,0.0010540904170586425,0.0008965958232747163,-0.008349681005459625,0.002707023935270073,0.008669382109192733,0.004816310167075884,-0.0005084546218493712,0.0007670920645036858,-0.0011422430978407366,-0.0006509097502644945,-0.002208656940524176,0.0014491701514085676,-0.0005585022007733227,-0.015826150881672763,0.001512452505244899,0.0037121577478316852,-0.003741728236364397,0.00020396795339159792,-0.0006168088927764511,0.000596564363390789
0.0015211318673270368,-0.003779429960450281,6.953837105170386e-05,0.002155003507411943,-0.0008056297880007493,-0.00023283133735363393,-0.0017188930021607071,-0.004046394082188565,-0.0008273917218462475,-6.41672270506964e-05,-0.0002507938791903912,-0.00019424927054180672,-3.680416287036196e-05,0.0007564040746227012,-0.00022331668031246407,0.000543829083056367,0.0006372665509584481,-0.004009606181834585,-0.0011696318526364044,-0.0019207443482282067,0.007078888239546645,-0.000267927902973927,0.0005616936207860018,-0.002086064707122832,0.000274483693942553,0.0011422222617116203,0.0009463283490762197,-0.008784924123590354,0.0030310007881354547,0.008730523586742275,0.005090192638115387,-0.0005884640790661803,0.0009113631231442518,-0.0012516601490120878,-0.0011061447658629547,-0.002651184103635205,0.0015242477036267127,-0.0007016224103982357,-0.017683782923032555,0.0006262209776204397,0.003505811256164831,-0.004306798823994534,0.0001790727685912067,-0.000692492693857738,0.0005055906162630223
0.0013070500115908543,-0.0037819803442064644,-0.0007723919618020526,0.0022799806847783642,-0.000835458999915441,-0.0002665072132554925,-0.004796973750752743,-0.013762880225673468,-0.000813371747840476,-0.00048119921890720863,2.2773103575491764e-05,0.00022750041480369885,0.0007650668291530336,0.0006272555919816019,-0.0005622395241515295,0.00034982455295504014,0.0003319505002778712,-0.004557669224458133,-0.0014380156070996708,-0.0018996408021929993,0.0072089275435122,-0.00036580444095839237,0.0004767405403711719,-0.0032319095898748116,0.00043828945357182736,0.0012100774182522561,0.0007987048037353691,-0.008605546424687133,0.003070775989512426,0.008618254729832428,0.004458983321675169,-0.0007060272391911435,0.0010947862695952762,-0.0013154521512330404,-0.0014619019518353103,-0.002987930588041123,0.0017658400048140735,-0.0010258639190515383,-0.01969002080504446,0.0021564415941441686,0.0034883186882253125,-0.004630125573806463,1.818725720055771e-05,-0.0005935887490415547,0.00016782975355450372
0.001135722480443087,-0.003946230141699495,-0.0014327821219174313,0.001998339768258831,-0.0011494131428567418,-0.0003679277594013473,-0.008916687499904184,-0.02206711299365376,-0.0011263246375009654,-0.0008401152248792946,0.00015927345856839629,0.0005047962112785719,0.001379625070560234,0.0004944945591306121,-0.0011968211932804592,0.0003221346887027777,-6.0059900996186265e-05,-0.005505161489439905,-0.001732205884820273,-0.0016585182224880275,0.006977429468206126,-0.00046328195881870294,0.0006229592511089434,-0.0033748873991218563,0.0005495668414180401,0.0010432296411989768,0.00069816738507869,-0.0074523061412317074,0.003169524806770571,0.008797859619537385,0.0045186333563979105,-0.0006718447657782426,0.0012771549549250448,-0.00080337948326622,-0.0022860687504234175,-0.0028979307261748186,0.0017449939202668254,-0.0012194946699613368,-0.02019690544202859,0.005581744289140063,0.003907169785226452,-0.004115024332310844,-0.0001542223281774284,-0.0003996813782205742,-2.0179867743168513e-05
0.0007585342901595875,-0.00393622739921519,-0.0019751241441113543,0.00265400667060063,-0.0012357870048665556,-0.000529463526091838,-0.009883669818226328,-0.02417972780232671,-0.001436408186699825,-0.0010258272013187297,0.00020769838585290155,0.0006032923414410871,0.001898443738911676,0.00030862558124465883,-0.0017317009938659174,0.00028580706865433125,-0.00018137756361434146,-0.0062542592148774005,-0.002015276082896874,-0.0011976153058338636,0.006829547271377418,-0.0004835085970541723,0.0007835353973282071,-0.002693352582464047,0.0006645937744148597,0.0010591859288257616,0.00033495636672031565,-0.0068524886875584775,0.002941231335237449,0.00820400025208227,0.003990391458827554,-0.0007288226656621145,0.0014799606022017845,-0.0005310161468578628,-0.003124688308783913,-0.0029482088063276977,0.0017903152850674493,-0.0015950013447163633,-0.02079672336764765,0.007881434244433402,0.003899989309631572,-0.0033039609204694115,-0.00025628461867799665,-0.0003521759849177177,-0.00011049997533081421
0.0001101690547378742,-0.003754386514397079,-0.0017938994118103522,0.001545491864651591,-0.0012588675988244428,-0.0007393964913971517,-0.01384703010819208,-0.027296606882187758,-0.0014508948366890393,-0.0009317027258416718,0.00022113842293472954,0.0006193240317273474,0.002139715326603924,0.00032613992857564344,-0.002022947928142834,0.00043688238431199974,-0.0003326540780036284,-0.006672303890579484,-0.00211958582848242,-0.0006263182462391413,0.006641115078944768,-0.0002882962938481104,0.0014062443615045187,-0.0016741552914262805,0.000815159621318146,0.000928332949496069,0.0001109544165826722,-0.005850457726560093,0.0028901058480215436,0.00821283559140403,0.003400450130994505,-0.00043990270500717996,0.0017885033167956627,-0.00042904947996701414,-0.003657155799833592,-0.0027640326776045402,0.0020382212357430225,-0.0015151518752410192,-0.01878716317062411,0.009098987732285088,0.004223076825305933,-0.0028318626273850698,-3.7289907135822197e-05,-0.0005814371836210253,-0.0006520546539486424
-0.0002369860309623577,-0.004155921337127035,-0.001229901596683391,0.0015318313548854036,-0.0010491167625528003,-0.0009007983191564415,-0.016692465897808643,-0.033758744730144175,-0.0014254628256253872,-0.0008934983045472403,0.00012807993712544576,0.0006910520778198394,0.0019828491495612324,0.0005217797349266514,-0.002450983890376005,0.0005935142283179109,-0.000436017842793607,-0.007510640552213918,-0.0022055006526623612,-0.00017333936629120071,0.006494987532817765,-0.0002470005102597801,0.0016635367433075518,-0.0015940845660460101,0.0011221166629388592,0.0008694886994381895,0.00010884881687957598,-0.005324367622450693,0.002744583312848319,0.008466828040730437,0.0030358019591005536,-0.00031562609321406516,0.002092699608221246,-0.0004497148705844306,-0.003932674577721344,-0.00264531361989303,0.0025836212503620834,-0.001411873304800064,-0.01919225452077662,0.021541085150141526,0.004268035396910539,-0.0029654682275866767,0.0002629280469081883,-0.000877236997404246,-0.0008059750201863049
-0.0003043787851162523,-0.004070477942664973,-0.0009511601314803454,-0.0006082247315396527,-0.0008179009421930598,-0.0010603929628220164,-0.017775498756188342,-0.035652991123865864,-0.0010664230285723471,-0.0007748430080622584,2.8159223716979406e-05,0.0007572969120630744,0.0017911536414508859,0.0010304590313950299,-0.0027200521763521466,0.0005774055373995723,-0.0003821921299864571,-0.0077155429122872515,-0.002304320809116839,0.0004033213789576601,0.006202621005427187,-0.00016391798679889677,0.0025048772450664528,-0.001832557173092238,0.0014003463058134148,0.000952874670418525,3.486115472218159e-05,-0.005423375665721186,0.0025087683121486886,0.008667130608937238,0.0029502884514489417,-0.0003667755572630549,0.002234944051592337,-0.0004387591857270362,-0.003934591237703975,-0.0025284126096526013,0.0031576917589976605,-0.0013937719038368134,-0.020449653673699296,0.022872981857840924,0.0040243264554697955,-0.0027903686519392,0.0005138683339134203,-0.0012508969266896615,-0.0009283410223502265
-0.0003104888779532874,-0.004096964606802861,-0.00043905573101707,-0.002265179630709021,2.8282247074165145e-05,-0.0013227922332672264,-0.016991453900447484,-0.034279927840136316,-0.0006134980215843557,-0.0008303549191217008,3.5055946482685865e-06,0.00044831870512565937,0.001391875022434113,0.001788855334858134,-0.00273441740134294,0.0005258679177528089,-0.00012903097405017296,-0.007654153239926328,-0.002347622888447433,0.0013891021603526662,0.00642750935940219,3.8871104963817736e-05,0.005264159906065143,-0.0019321160032281833,0.0015570985011282648,0.0010344076908620165,0.00044470377785075724,-0.005319180188174682,0.002655157216604742,0.008173852966756582,0.00297326898507715,-0.00040251312736337805,0.002231259069036638,-0.0005446823546979868,-0.0037460191579631774,-0.0024678430401451684,0.0037248441811685777,-0.0012355385581399488,-0.019514284499046873,0.023529071456118194,0.004091999599592759,-0.002717739397914599,0.0008546841382374023,-0.0012759174355698247,-0.0009551241908401019
-1.4324274983974338e-05,-0.003970656701333589,8.904207149011403e-06,-0.005417608504259592,0.0008158339880214205,-0.00158749920609464,-0.018862995792468473,-0.0336844500813678,-0.0002483052852957054,-0.0008594381879590384,2.8120489528180187e-06,-1.737206058593272e-05,0.0006127172779605355,0.0028413647154421602,-0.0026759554921755714,0.0003262903938556322,-0.0001430394514794291,-0.007544239723846005,-0.0023670513641722685,0.001289326583053632,0.006142210410833287,0.0003360503220103829,0.008462836090861329,-0.0023650452699341715,0.0017839007094503504,0.0011976415420549078,0.0007831217946980285,-0.005310886747381549,0.002776089855919915,0.0080246800864097,0.00277080069516841,-0.0003888797065247092,0.0022382077694978702,-0.0010203457907867058,-0.0037222709772735574,-0.002301364134346414,0.004257867346278414,-0.0011700312917086056,-0.019193124022015517,0.024614290536217,0.004183712771479985,-0.0025701417912814086,0.0009685929739089678,-0.0009818853266294846,-0.0009949341110210765
