0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
-0.0003340999070088335,0.0007291753638918319,5.8519838225024046e-05,-9.583643914390372e-05,0.0014709772321110925,-0.000278826475131444,-0.0003369650679545533,-0.0014975664545113787,-0.0010085029404163226,-0.0007188094960562941,0.00011008245175636588,0.0009215668857702752,-0.0001558690948992858,-0.00034542535294157517,-0.001042445946111692,-0.00164708772556732,-0.005286805128038918,-0.0006188877861658115,0.0009340650175970744,0.0002829454622621519,-0.0007281367364145863,0.004462428620050751,-0.0007140345081155797,-1.6856205331094998e-05,-0.0010171074132123703,-0.0001181534306691212,0.0011794808994991524,0.0010794896957802003,-0.002430156907768821,0.0006159499168998384
-0.00015594107655036993,6.675047559712155e-05,3.901246448245743e-05,5.324785278038036e-06,0.0019428630442921424,-2.7889646247669653e-05,-0.000151662388289453,0.0003143977628117245,-0.0005297177991485658,2.5922349601747996e-05,-0.0030396804494776664,-0.0004767712606718044,-0.00017457012107680026,-0.0005564011716401307,-0.001581211772060498,-0.0018644323250142092,-0.0028258833592282873,-0.0017932225099546173,0.0019869761228918925,0.00018003767931440429,-0.000696223149100339,0.003876701456192677,-0.000953593556051624,0.0006297052192443253,-0.0009504752376187087,-0.0005792472035857088,0.0015151417463459271,0.0018769710924626537,-0.0011814744801511567,0.0012326590900639811
-0.0003452327258351984,-0.0020205384401887905,0.001080468897466158,-0.0006970569298633267,0.002221031359155079,0.0007424360835099897,5.618293162523713e-05,-0.00015988091628305057,-0.0008825513298156284,-0.000705867115658676,-0.0013794771177172427,-0.0005044765362972603,-0.0005422148541940341,-0.0017502507202218354,-0.0013363902750022083,5.592872443349606e-05,0.00013031084566317297,-0.001086726334444288,0.0014574583483992765,1.928665106598615e-05,-0.0007153715460966881,0.0028154580512931293,-6.398498485693516e-05,8.990936012631678e-05,-0.0008449561123125005,-0.00015753170325527588,0.0012246529075836676,0.0011340712065863734,2.5576265225923933e-05,0.00190872163501421
0.00039006558674214986,-0.0018598608713032982,0.00034471544715453106,0.0009113632608683808,0.0018587960423133154,0.0028080617102326233,-0.0012904673736183758,2.2056553001803536e-05,-0.0004729891653948437,0.0012133087643715346,-0.002952151009657622,-0.0004823124386714728,-0.000455001589389159,-0.0009142170338451994,-0.000435638947349104,-0.004404231625835253,-0.000537173490759546,-0.0010978600089166513,0.001970245946803395,-0.00016069316604105932,-6.3917776172983665e-06,0.0027884148643546602,-0.00017593900781065486,0.0006465832293178764,-0.00047824273599328393,0.0006362576787293239,0.0017088946353605028,0.0026373986403473992,8.952265242845314e-05,0.0022337692729081926
5.570223811535158e-06,-0.0023915612844516154,5.8519838225024046e-05,0.0010180639727948027,0.0018523299341679511,0.002819280747780706,-0.0009597521482171967,-0.0010410641989589964,0.000284008431894911,0.004053667169850561,-0.002530700526451657,0.00015532601821743874,-5.611847233044642e-05,-0.0008950548221079435,-0.00025774777539122606,-0.0045372556005879305,0.0035194194592298444,-0.00036250474044652314,0.0018252744867806037,6.428801028635078e-06,-0.00040890910717261697,0.003584093963716395,-0.001262189179257578,0.0005790746050486906,-0.0012169506218117077,0.0007884037077501294,0.0023746838056888375,0.001243252085718849,-0.0006389817187330005,0.002303068985692436
-0.0001782144030652022,-0.0028065582499501307,-0.0011235517223463498,0.00016509471643644247,0.0009672614249696121,0.0009156435466670665,-0.0018840839763143435,-0.000760355714238492,0.00027769538078992184,0.0032637882048514033,-0.0040615425091672375,0.00012758569043280765,3.7415814417629534e-05,1.2798116117318514e-05,0.0007310076233650875,-0.006191537491037846,0.0007497514410983452,-5.578987302246041e-06,0.00036674612832787723,-0.00032775928329964454,-0.000523854547312963,0.00322669414932375,0.0008005037837146567,0.0011475566606100607,-3.338062254854002e-05,0.0003546278940169678,0.0019544226067997883,4.35706116226342e-05,-0.0004345964324745655,0.0014721044184389243
-0.000395327342175289,-0.004347320444589742,-0.0006367729904289687,-0.0005109154967056773,-6.442136727957681e-06,0.0026117691800051634,-0.001251241422263183,-7.719027402552925e-05,4.416849650445975e-05,0.002813917519073561,-0.005870605936260431,0.00035510181434839083,0.001705258818311961,-0.0009525392522886644,3.069311185188717e-05,-0.006025804228068976,-0.0001411317682181723,0.0005191180574937171,1.1109568115452717e-05,0.00019289999421290283,0.0021137586471944303,0.0017780459813465654,3.1995563281927986e-05,0.00041596636293617095,-0.0011447942426852098,0.0006362576787293239,0.0014634869672294215,0.0014562233093902144,-0.00012786170478018555,0.0005256339463959314
-0.0009460369399600932,-0.004347320444589742,-0.000389957299675725,0.0002609811827241071,6.4422197312286045e-06,0.002516454818451752,-0.0005839284912185772,-0.00035277257193255807,-0.0020966604543393164,0.004812075117859971,-0.00786275130772851,0.0011550037204448582,0.0016677180994260077,-5.7587468966668887e-05,-0.0008954088829468132,-0.007768757387255909,1.0857940140107658e-05,0.0009046185804189033,-0.0004941260076839482,0.00022505722883803259,0.012116938483732964,8.06833340505353e-05,0.0013295387194780517,0.0007872554587731173,-0.001100385134797044,-5.626987029772046e-06,0.00047016996966431357,0.0009103248278832243,1.918207626783186e-05,-0.00030238726790443593
-0.002561281863235343,-0.006657789613848331,-0.00013651965883088035,-0.0012497540377691685,0.00022552708902523477,0.0018553601466404501,-5.617945966540638e-06,0.00041372234266146,-0.0030131471346794836,0.00560439488827047,-0.007418332787064275,0.00045501964353111823,0.0014738025354399387,-6.398935217144519e-06,-0.0007483285284917152,-0.010744062273514432,0.0007715001331110027,0.00047444155438225444,-0.0020676274944567696,0.0002700808313345071,0.009700090998857602,-0.0025161484152020908,0.0019287175897975128,0.00011800935083616793,-0.0009671341148221879,0.0002983209595803782,0.00018672693439447663,0.0016365005073151195,0.0006333973128598291,5.3066726102279915e-06
-0.004265208324089276,-0.0050581073602656845,-0.00014301966520402498,-0.00042047892016749966,-0.0001481481481481195,0.0027183184459720344,-0.00021905312880887706,-0.0004629629629629983,-0.004484783769353906,0.009175451905721,-0.006783533668957009,0.0007826680654776652,0.0019493420970422282,8.31936107308362e-05,-0.0008096172718352612,-0.00973599827210958,-9.771085187582074e-05,-0.0013928119759545332,-0.0018020315826827726,0.0007591695457207503,0.010410881049871312,-0.003200660504814379,0.0010569357404421886,0.0007647452442405278,-0.00033926585094545825,0.00020261371694862973,2.5751294002507308e-05,0.0014289142433299151,-0.00025569071650932695,-0.00035541881067313597
