0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-0.00036124220181907627,-0.004356239549994341,0.0006452733853542218,0.00020245744242507345,-0.0037379023022728716,-0.0006285489367915527,-0.0070434258488562,9.199352841132935e-05,0.0037010658928801187,0.0008660273477619751,-0.0009756548875272822,-0.00039554208412383125,-0.000550227302030816,-0.0022240928679010015,-0.0016668512008844647,-0.0047259919096011675,-4.0123777531264615e-05,0.0008488429414702514,-0.000516486547475013,0.0009722867781945146,0.0007950105570832328,8.44793077100178e-05,0.00010990436994793737,0.0010043991412623475,-0.0008756573385779479
-0.0005398990868132041,-0.00678455701369968,0.0009112731454406342,0.00016241734160384679,-0.004701521448566375,-0.0007911172001787971,-0.009284131066042756,-4.032225784293964e-05,0.005382874803718931,0.0007107305247344986,-0.001306635516479347,-0.0005148504725769077,-0.0008224972275097907,-0.003616978598454248,-0.00199014758173962,-0.005505388221392526,-0.0003163511917574162,0.0007398250188470401,-0.0010237344373902717,0.0012067729866934572,0.0014265561611604314,-0.000246827207575363,0.00022776293551108557,0.0014601759856621415,-0.0010038439298565747
-0.0008558240644457117,-0.007345825474362074,0.0011347281017754394,0.00019425669792472625,-0.0053741565085167345,-0.0008003381787217462,-0.0072200922886199725,-0.00014999554143937832,0.007028507300988276,-2.926013989007919e-06,-0.0015827659032201867,-0.0005474443451109779,-0.00025521840097072996,-0.004515999819040259,-0.0019007652053717014,-0.005865977654262722,1.3059059771636892e-05,0.0017928270426763482,-0.0006470918598614198,0.0009872609573546058,0.0021775960313630623,-0.00017541301126629914,0.0005122823686822264,0.002179913890267701,-0.0016656001357839392
-0.001063695069537833,-0.009225224921882253,0.0012761074040758096,0.00020431392395040807,-0.005641314026511827,-0.0008620687454210149,-0.007032025854893376,-3.817494811177546e-05,0.007537126227414315,-0.0008035356931432122,-0.0016640263290269666,-0.0003860559408739699,0.0007354407393149601,-0.005037023399564446,-0.0014914316775821968,-0.005052751932052477,-0.00108422943577707,0.002278815212535612,-0.00034384618707714905,0.0010925112651370538,0.002816379985930031,0.00040004024938869925,0.0006700568683002253,0.0028040957984606105,-0.002192305026167912
-0.0012660419319040215,-0.009187252662765462,0.0014266134766894745,0.00025442989926464243,-0.005855270573148996,-0.0010957701893541394,-0.005667839323078461,3.350300081060187e-05,0.0071182077002378795,-0.0017793464929619191,-0.001638657023549316,-0.00033121482686730865,0.0015847035596661713,-0.004999248452454183,-0.0011297304926445918,-0.0042193354794876825,-0.0010090352545528767,0.002430891958375425,0.00042674261170152177,0.0010252012386337452,0.0033820725688259038,0.001015426975667951,0.0007914352506410776,0.003264253211000607,-0.0031398437663760844
-0.0013637577637078942,-0.009219701234988423,0.0016612824409360683,0.0005753641105975762,-0.006296692203208136,-0.0016488819831903653,-0.004695213873896709,-0.00019816409593077734,0.006760663408872738,-0.002832256091988894,-0.0016397132899483582,-0.00023583584050526792,0.0026092178063686455,-0.005352866600201563,-0.0004980955036560229,-0.0034329225325707147,-0.001229899174244444,0.004242404461274729,0.0007560255069354855,0.0002316974604122511,0.00325986149357257,0.0026050408209402714,0.0009049987828654895,0.0037488861877620562,-0.004644436655329462
-0.001387883993887693,-0.009381017038455501,0.0018556271616455761,0.0012363765369635554,-0.007398991500394418,-0.002174337315056623,-0.0049872012424861945,0.0004086767727341467,0.0063454090544501724,-0.0039521487534906665,-0.0016782111546932632,-0.0003095565840093723,0.0030956652819804703,-0.005166891995239953,-2.462836119271658e-05,-0.003560405853566792,-0.0013930264029824774,0.007277462983384009,0.0005430811886276349,-0.000844962722777193,0.0028776246133279263,0.0034874625011757088,0.0010805174811132805,0.00424235490944692,-0.006799783710137372
-0.0013330410268995031,-0.00865946644214488,0.0019671347478325773,0.001837930111128562,-0.007145851288235075,-0.0025701616476216283,-0.004334286914828067,0.001701789706686778,0.005893107353706604,-0.0041106571698014405,-0.001596813448130526,-0.0003664510029337577,0.0031543790075324956,-0.005194743791745584,1.893258369880728e-05,-0.0034760595943872778,-0.0022934865568408525,0.01101037727967793,-0.0003079245590615739,-0.001835590730441278,0.00254200281858771,0.004824055105637987,0.001174810809249566,0.004385451652926351,-0.008794991783483667
-0.0011553183678096122,-0.008132337958003359,0.0021190865131090774,0.0025938644337361767,-0.006604316919473317,-0.0029483769217906095,-0.003226958936947577,0.003399086212221283,0.005528457328913704,-0.004016035743602277,-0.0016434551229092197,-0.00048181936346818256,0.0029594247221701752,-0.004493425666909887,-1.5900097227123908e-05,-0.003996328269341442,-0.003372181877058632,0.012710463042174446,-0.0009107217658155602,-0.003109010445805063,0.0021271215257570105,0.006147251361550279,0.0012783393673862858,0.0044641390254609534,-0.009969028317335916
-0.0007777621081842489,-0.00910753156440481,0.0022000653490193618,0.003130802852780875,-0.006718096496121915,-0.0031061933057634494,0.007795385690981149,0.005405871238416591,0.0051982118539638895,-0.003958985067462209,-0.0016750799070529483,-0.0005806405329128319,0.0027080996543809616,-0.00436198630290293,4.6764010835875527e-05,-0.004030515491645615,-0.007086598754200355,0.012654345901252872,-0.0018373630052738177,-0.0036117591072076212,0.0018278393160310617,0.005881468283572302,0.0013767325249471572,0.004699992339771627,-0.010097055734634082
