0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
-0.0011925384771022858,-0.00048697914893534617,-0.00036380817523554864,-0.0003199401170091002,0.00016934445527651135,0.002375326175097037,0.0014945163978721666,-0.0025055642358729623,-0.0022229466011024395,-0.00027089061260258284,0.0023105077343720977,0.0007209572447639185,0.0005932585946433533,-0.00014022955370142102,-0.0010119893898571605,0.007577098047016483,-0.0023133485576537715,0.0028694360049210882,-0.001092877500095073,0.0006266160062735656,0.001342255207760282,-0.00038614263759769954,-3.8620800048096795e-05,6.844949277551757e-05,-0.009867651462986352,-0.0006214632398097683,-0.0026823549263461986,-0.000960664097932773,0.0010548436802823805,-0.0004593837784954397,-3.75564335957353e-05,0.0007468579053461444,0.004352913200575927,0.0015348240015511687,6.7729482221656e-05
-0.0014443049993706745,-0.000761875945330751,-0.0003654978754808637,-0.00037167626937374454,0.00015219768629522263,0.0024501601827591904,0.0016790255550773515,-0.0035097395474403413,-0.0026579404001403277,-0.0007504277023317123,0.002421664887143146,0.0006574141528596208,0.0006356686178252337,-0.0003073257966668271,-0.0011854983730356311,0.008761104059905494,-0.002636219081777184,0.0032600188159719323,-0.001303723756441346,0.00063426530240205,0.0015234420361248339,-0.00039358939322572175,-4.637173938938975e-06,0.00018357741394192043,-0.009309169916587683,-0.0005882968212388267,-0.0030812834332122297,-0.0010966808073783162,0.0012438928240628058,-0.0006250179251528823,-0.00011923969203131077,0.0008046370492083835,0.004425562109044564,0.001606878917729386,0.00010381958502266042
-0.0013942289808468757,-0.0006829715930638415,-0.00012971142162336677,-0.0004895732579238867,0.00038217946618656506,0.0028367914548708567,0.0017783458512029369,-0.005052473329019893,-0.0025917976925896946,-0.0012187617700564499,0.0025217411673926168,0.0004430795194157376,0.0004877801715099661,-0.0004932489835987997,-0.000945897787018711,0.009130047242841933,-0.002892149609641718,0.0031277852076751255,-0.0014565726495281903,0.0008443857465936247,0.001450689630929921,-0.00012543610765819002,0.0001252460005736935,0.00032638357693368114,-0.00898947922288663,-0.0003631152138329136,-0.003113973930191591,-0.0012863415522204188,0.0013091710171729133,-0.0006799465746993751,-0.0002500761661278157,0.0008712354723786048,0.003993628199534414,0.001965157439425895,0.00022061284040627937
-0.001242666405322529,-0.00034778504279432026,5.580094123472444e-06,-0.0004971460685456856,0.000650867350540903,0.0027673754240032356,0.0015815042890288534,-0.005322034316226163,-0.002744059256676807,-0.0019492224951621884,0.0026662819979858705,0.00031278350367828063,0.0003774714863488662,-0.0005643145790201261,-0.0007097915187321666,0.008691371236081743,-0.002955008209217813,0.0033903014896211362,-0.0016985003863533546,0.0010567920989098616,0.0014037639079895832,0.0002041788803326483,0.0005088264582075867,0.0006398833857185192,-0.006885069406572382,3.7326663676399395e-05,-0.003290151208258438,-0.0014822605969755265,0.0012693072476583965,-0.0008417025338298548,-0.00043598193543530316,0.0006965144233438699,0.0038516105489390107,0.0021734282138861387,0.0003889760427141322
-0.0008854803675390002,2.1119718682901214e-05,0.0001745170127144916,-0.000473594277758007,0.0008104295053626443,0.0029909590008775776,0.0014098820784706843,-0.0050016208344274,-0.002860922868149032,-0.0028043743982533206,0.0025478779712222073,0.0001478913777455523,0.00035845203275457985,-0.0006445646693981615,-0.0006065614261218462,0.008149615949592551,-0.0030323758215337207,0.0032909281685559143,-0.0020146494851336068,0.0012141432652690352,0.0012817286512908036,0.00037102762432917214,0.0008052306773716825,0.0008779085407153084,-0.006215058451907131,0.000144472335236707,-0.0034417331568522215,-0.0015400867466592316,0.0014542178050831439,-0.0009939946372810554,-0.0006707437953369307,0.0006428470576167805,0.003300865484133732,0.002326496962884107,0.0004480739906488891
-0.0009856852066932435,0.0009655059851592788,0.0003177867735388462,-0.00030760446104016737,0.001029508583685432,0.003388195472918606,0.0011439540422417047,-0.005416533335238254,-0.0031859976047669877,-0.003423514688353032,0.0023609398066168717,-0.00021488544490888233,0.0003308567419193881,-0.000338082195732385,-0.0005071039150443377,0.007873983958946425,-0.002912745880421234,0.003285744602213955,-0.001980495304068274,0.0013312536058521496,0.0007306729475290718,0.00040726401031610627,0.0008564246707518715,0.0013024026880154858,-0.005090622221187647,0.0003880303313594003,-0.003389719873047148,-0.0014179502851928583,0.0015796686687840355,-0.0013237010670513858,-0.0008062797746009795,0.000648553090295286,0.002670891964803962,0.0025481356960028985,0.00023440489541279457
-0.0011342497296634585,0.0018791035816488688,0.0002590833843312707,-0.00014750001364379427,0.0012400504575246355,0.003917573904865288,0.0009678044974442659,-0.005163254816094047,-0.00380150019097966,-0.003876432500460106,0.002207712223496161,-0.0003967702090413163,0.0003880517393776282,-1.4154167331901196e-05,-0.00044035574229310716,0.0073794195442097995,-0.0027578512427283448,0.003204650348597347,-0.0020538381705722565,0.0012090087771748216,0.0003460148415834035,0.0002924588984498855,0.000987180905978003,0.001681071413519574,-0.004239169778288925,0.0005202216877774568,-0.003772245681845212,-0.0011550058875631018,0.001865760824091662,-0.0017393397140516161,-0.0009632119838009066,0.0006752917909534251,0.002167377052852569,0.002796828340369489,-0.00015664481412706188
-0.0013277660764067754,0.002918766409662908,0.00020950855966340643,-0.00014932151415006104,0.001418928064439569,0.004451501948151052,0.0010214097829328139,-0.00458413513019329,-0.004461388328648484,-0.003828742107607894,0.0019837771535853818,-0.0005504797941544999,0.00033137223898541677,0.00013264756121060452,-0.00030209024156680766,0.006909334507953084,-0.0025343396926162387,0.002748085098445883,-0.002059279479657554,0.0012648802857955907,7.280620630205963e-06,-2.2737453931478414e-05,0.0008289801271023704,0.0019318677100018794,-0.004712711479649552,0.0007445723069944789,-0.003797620116733919,-0.000973407306810484,0.002091734142410816,-0.0018658785148416115,-0.0010305427072501163,0.0006408644609919813,0.002145226866047614,0.0026856380887836577,-0.0006374480059502565
-0.0014531847223540918,0.0042666632452540215,6.655211833776215e-05,-0.00027644372383836703,0.0015236029917481907,0.0050904905867539514,0.0009870409258501546,-0.004003511923438076,-0.004993899680731981,-0.0037803324102479298,0.0019456268012744804,-0.0007703416156046195,0.00029394219778437026,0.00032061574901004827,-0.00021657440213115886,0.007161788392992302,-0.002374652124501623,0.002980072715980467,-0.0020760715032957836,0.0009751722461773709,-0.0002572823765303238,-0.000401551680546548,0.0006302897408335188,0.002200337156398281,-0.005038093251054378,0.0007341300559582626,-0.0037999218904758137,-0.0007642205364125803,0.002206745618241019,-0.002073188456138678,-0.001244380477669379,0.000918664408615879,0.0022434426096699218,0.0027283590850461707,-0.0012149050978690346
-0.0018363226021286632,0.005370277805926305,-1.603823262769863e-05,-0.0005262727636773892,0.0016353270683095568,0.00550641456116419,0.001047992250594852,-0.00382155057399675,-0.005191920657422421,-0.003911967314216984,0.0017376652417110299,-0.0009069080704403947,0.00028691515454976665,0.0004517371356805433,-0.00012978183606338067,0.007156150753159346,-0.0022859211621902337,0.0031731003089536516,-0.0021575118801164927,0.0008287125358895792,-0.00034308979548028677,-0.0008601463283874499,0.00046411019916359523,0.002560718302369128,-0.005099149321025389,0.0009046509627325224,-0.003763634539626197,-0.0006431903445695704,0.002307081187872125,-0.0019301498521919226,-0.001444894275456722,0.0011200231966980812,0.0020565509255428675,0.0028072009147613016,-0.0016787108965253443
