0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.0007016056005832319,-0.00048738082805072384,-0.0016469442241076576,-0.00015506243528450313,0.00035120366412293917,-0.001036425082816269,0.001644408610008027,-0.00047987602878181256,0.0032144158599784977,0.00017710004555241158,0.00027506579462429254,0.0039329193936305466,-0.001277360922886593,0.0009767508016805511,0.001106138303502731,0.00012429145401760902,0.0018410584150021017,-3.500235090677026e-05,-0.0005257401679579816,-0.0011188989491976117,0.0007311564770153935,0.00011444535307071437,0.0012114794656654419,-0.0006328093375349969,0.0014326970010139586
0.0009266849447966923,-0.0009208555838163158,-0.0025247419266850504,-0.0010037435027414527,0.0005064274794512114,-0.001660317451599264,0.002078709893965306,-0.0008678159814330882,0.0037468296137893055,0.0002209119515976149,0.0002702801403696473,0.004303994268401052,-0.002136602143788448,0.002152036647576612,0.0013129014172482546,0.0003657978817280105,0.0025630178762903674,-0.00012952691598382292,-0.0006606752610446542,-0.0017409959530157763,0.0012092709603352013,0.0001334377785001921,0.001204361052781959,-0.0007463382586083912,0.0017683814912318988
0.0012009282316604824,-0.0015386016278949675,-0.0033182795653413774,-0.002270946117232539,0.0005917629824333754,-0.0018354827339794768,0.0030947479289820047,-0.000540622583717671,0.003282213985387935,0.0003518608052785685,0.0005110480502084686,0.00425223720046826,-0.0024662525313202373,0.004975562904666669,0.0015719505322212134,7.366089420760877e-05,0.0035947733832139193,-0.0003366524727151808,-0.0008379346497974092,-0.0022607333545413065,0.0017858160313645143,-0.00010801827794820943,0.0029266263427704157,-0.0007044221487952087,0.0016059802542594272
0.0018026489349078501,-0.0022088927721923743,-0.0033761060261813533,-0.003490479779022876,0.0004961780641406117,-0.0016950573952531143,0.0037229666866342537,-0.0013444696483536586,0.003071377041498257,0.000447465976335657,0.0010700250271643255,0.004669087606063801,-0.0031469897339640226,0.01137736190621541,0.0016252642936907123,-0.0004615549317431304,0.005010441759596858,-0.0005300979745974825,-0.0008626371976822305,-0.0026955784875573683,0.002059089034213332,-0.0003905815083014628,0.004108068035948503,-0.0003161337360176622,0.0012265678659331737
0.0018529611043361569,-0.002617102384969071,-0.0033990261696759385,-0.0043762564994007155,0.0003210470696550406,-0.0014273524684283783,0.004204083303999201,-0.0020684060492903336,0.002776092233792089,0.0004583149249362432,0.0014034748158750438,0.0035465218806808208,-0.0027458568473928665,0.00933783362199726,0.0016246645757766705,-0.0007259248363863213,0.004731935598916044,-0.0005773671440707045,-0.0012261706700907736,-0.0031281294534960345,0.0021103632731693245,-0.000638492162742655,0.006726277300191292,-2.1282908465998084e-05,0.0007743865828361555
0.0017322163503668156,-0.0025269304799043183,-0.0030122093989642796,-0.0053318034467307734,3.659145353228053e-05,-0.0004764956235408502,0.005070792663601697,-0.004814928282162669,0.0026930974590463398,0.0004858968004868649,0.0019406041955275387,0.0029501541025091253,-0.0022727027675578633,0.009969947279968966,0.0014735751629456244,-0.0010362969869916875,0.0050419541425974395,-0.0005491264252084476,-0.0017820102969370285,-0.0035610679720187144,0.0023710097780019757,-0.0009646763733304408,0.009408789896381343,0.0003663542629681132,0.0001297686649262413
0.0012679134575679545,-0.0025441624534130107,-0.002737582676616386,-0.005424441088648621,-0.00023531469980096707,0.0002946431418706195,0.0059639792635637606,-0.006747455303809954,0.0028193416004815217,0.0004594914385452149,0.0021064420657340524,0.002078726815461093,-0.001794144122212369,0.009952967320073254,0.0013294393046154158,-0.0007471651348463998,0.004991584970481179,-0.0003368929673938292,-0.002833974448759541,-0.0037991937432877852,0.002790665643504088,-0.001280673693086767,0.009538547502582196,0.000654107343688265,-0.0001325737263552007
0.0006302805633410539,-0.0024664565652543287,-0.0024736731169308092,-0.005711795553012031,-0.0005704686022937432,0.0014604995534517678,0.006662755418036606,-0.007961564081231108,0.0026376971385991565,0.0003891980713235351,0.0033000046670159534,0.0012483651179880423,-0.0011588057656374323,0.009972171454887956,0.0012391459550890114,-0.00047684922178660417,0.004761246862671621,-0.00016964692643062473,-0.0037186308929221742,-0.003963988947677298,0.0028332440580420646,-0.0015287493007580604,0.00947566304888642,0.0009152719637913707,-0.00016628702114478903
-0.00012472753410120414,-0.002368554620722052,-0.001970215455032458,-0.0062161465770459974,-0.0007586123533823197,0.0020691634414355996,0.006848122422414524,-0.0071532529363086935,0.002630985968900036,0.00027161859542007886,0.006080413113111755,0.00066430911927845,-4.818131154567882e-05,0.010882695466993648,0.0011308146578560682,0.0005262897595792444,0.0045034500580806115,4.8667128115345915e-05,-0.005367867702211326,-0.0038787092919168402,0.00311885669033991,-0.001745769866490895,0.008627743997033466,0.0009819360646728893,-0.00026315608788109434
-0.0005358086963420026,-0.0026347841973333205,-0.0016169832682390783,-0.006415441487122045,-0.0009375920616864173,0.002624286295933108,0.006735852735359515,-0.006745704126098767,0.002587736820257164,0.00030742610851618494,0.01140309621829109,0.00032685444112888864,0.00045027873917919103,0.010633889882440578,0.0008917297593179331,0.0013765003263957395,0.004155467588647289,0.00017479417273773105,-0.006030779074858151,-0.0038711435160842978,0.0034754915022072765,-0.0018239608039307502,0.008770613064392703,0.0010770238288844995,-3.916410905632072e-05
